ENCODED_MCT,TA_YM,MCT_OPE_MS_CN,RC_M1_SAA,RC_M1_TO_UE_CT,RC_M1_UE_CUS_CN,RC_M1_AV_NP_AT,APV_CE_RAT,DLV_SAA_RAT,M1_SME_RY_SAA_RAT,M1_SME_RY_CNT_RAT,M12_SME_RY_SAA_PCE_RT,M12_SME_BZN_SAA_PCE_RT,M12_SME_RY_ME_MCT_RAT,M12_SME_BZN_ME_MCT_RAT,M12_MAL_1020_RAT,M12_MAL_30_RAT,M12_MAL_40_RAT,M12_MAL_50_RAT,M12_MAL_60_RAT,M12_FME_1020_RAT,M12_FME_30_RAT,M12_FME_40_RAT,M12_FME_50_RAT,M12_FME_60_RAT,MCT_UE_CLN_REU_RAT,MCT_UE_CLN_NEW_RAT,RC_M1_SHC_RSD_UE_CLN_RAT,RC_M1_SHC_WP_UE_CLN_RAT,RC_M1_SHC_FLP_UE_CLN_RAT,HPSN_MCT_ZCD_NM,HPSN_MCT_BZN_CD_NM,survive,day_diff,quaters
DD0FCFEDE6,202408,4,3,1,1,6,4,16.4,182.3,338.6,7.3,0.0,14.2,-999999.9,10.803,15.6228,11.6894,10.6368,6.648,8.697,12.5772,9.4106,8.5632,5.352,32.72,6.95,46.5,10.9,42.6,커피전문점,비상권,1,1003,3
DD0FCFEDE6,202409,4,2,1,1,5,4,14.4,233.3,378.7,7.3,0.0,14.2,-999999.9,10.5792,15.4831,11.4057,10.9098,6.7222,8.6208,12.6169,9.2943,8.8902,5.4778,32.69,8.07,45.8,9.8,44.4,커피전문점,비상권,1,1033,3
DD2B300AD5,202304,3,3,3,3,3,1,8.1,63.2,92.5,24.0,0.0,17.2,-999999.9,11.4376,15.8746,11.4376,6.5076,3.9933,11.7624,16.3254,11.7624,6.6924,4.1067,23.14,4.55,33.9,3.6,62.5,일식당,비상권,1,2113,2
DD2B300AD5,202305,3,3,3,3,3,1,2.5,82.1,107.6,25.0,0.0,17.9,-999999.9,11.186,15.228,10.387,6.439,3.713,12.614,17.172,11.713,7.261,4.187,21.64,7.3,25.0,5.6,69.4,일식당,비상권,1,2144,2
DD2B300AD5,202404,3,4,4,4,3,1,0.0,46.6,69.4,33.0,0.0,18.9,-999999.9,10.208,13.688,9.7904,8.8624,3.8976,11.792,15.812,11.3096,10.2376,4.5024,25.09,4.91,34.9,0.0,65.1,일식당,비상권,1,2479,2
DD2B300AD5,202308,3,3,3,3,3,1,2.5,71.5,85.4,26.7,0.0,18.0,-999999.9,11.0896,13.92,10.1616,7.0528,4.2224,12.8104,16.08,11.7384,8.1472,4.8776,22.13,4.32,38.9,9.3,51.9,일식당,비상권,1,2236,3
DD2B300AD5,202309,3,3,3,3,3,1,4.5,66.2,89.5,27.8,0.0,18.3,-999999.9,11.139,14.1726,10.3806,7.2996,4.4082,12.361,15.7274,11.5194,8.1004,4.8918,21.22,5.23,38.2,14.5,47.3,일식당,비상권,1,2266,3
DD2B300AD5,202311,3,3,3,3,3,1,5.2,64.3,89.1,29.2,0.0,18.0,-999999.9,11.0322,14.0454,10.7406,8.0676,4.7142,11.6678,14.8546,11.3594,8.5324,4.9858,22.71,3.27,37.5,10.4,52.1,일식당,비상권,1,2327,4
DD2B300AD5,202312,3,3,3,3,3,1,2.7,59.6,88.4,30.1,0.0,18.2,-999999.9,10.9716,14.268,10.6272,8.5608,4.7724,11.3284,14.732,10.9728,8.8392,4.9276,22.83,5.31,34.0,9.4,56.6,일식당,비상권,1,2358,4
DD2B300AD5,202402,3,3,4,3,3,1,2.8,72.5,90.1,31.3,0.0,18.6,-999999.9,10.387,14.194,9.87,8.46,4.089,11.713,16.006,11.13,9.54,4.611,23.97,5.31,30.6,14.3,55.1,일식당,비상권,1,2418,1
DD2B300AD5,202407,3,3,3,3,3,1,6.1,71.3,85.3,34.9,0.0,18.5,-999999.9,9.92,15.7232,10.664,9.5728,3.72,10.08,15.9768,10.836,9.7272,3.78,25.31,8.71,16.0,8.0,76.0,일식당,비상권,1,2571,3
DD2B300AD5,202411,3,4,4,4,3,1,13.0,41.0,47.0,39.2,0.0,17.7,-999999.9,10.868,15.6104,10.5716,9.8306,2.5194,11.132,15.9896,10.8284,10.0694,2.5806,20.79,4.67,50.0,3.3,46.7,일식당,비상권,1,2693,4
DD406CC456,202308,6,4,5,4,1,1,-999999.9,43.1,16.9,63.7,0.0,19.4,-999999.9,16.4346,32.8692,3.2981,0.0,3.2981,12.9654,25.9308,2.6019,0.0,2.6019,9.09,50.0,0.0,0.0,100.0,양식,비상권,1,93,3
DD406CC456,202305,6,6,6,6,6,,-999999.9,0.0,0.0,88.1,0.0,20.0,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,양식,비상권,1,1,2
DD45EECEE3,202401,4,3,3,3,4,1,8.5,58.8,159.7,37.1,0.0,18.4,-999999.9,15.0255,21.9429,10.5462,5.2731,3.969,11.4745,16.7571,8.0538,4.0269,3.031,22.14,6.79,21.8,7.9,70.3,일식당,비상권,1,1240,1
DD45EECEE3,202405,4,3,3,3,4,1,9.1,65.8,148.8,37.1,0.0,18.8,-999999.9,15.1716,21.6576,10.8288,5.3016,3.4404,11.7284,16.7424,8.3712,4.0984,2.6596,20.76,7.7,18.6,1.0,80.4,일식당,비상권,1,1361,2
DD45EECEE3,202307,4,3,3,3,4,1,10.1,61.2,166.0,37.5,0.0,17.9,-999999.9,16.7907,21.8106,10.6168,4.6737,3.8082,12.3093,15.9894,7.7832,3.4263,2.7918,22.3,7.95,18.7,5.6,75.7,일식당,비상권,1,1056,3
DD45EECEE3,202310,4,3,3,3,4,4,10.5,61.9,153.9,37.6,0.0,18.8,-999999.9,15.7575,21.8886,10.6578,4.9851,3.9537,11.7425,16.3114,7.9422,3.7149,2.9463,21.33,8.22,20.2,9.6,70.2,일식당,비상권,1,1148,4
DD45EECEE3,202406,4,3,3,3,4,1,7.2,58.8,123.4,37.8,0.0,18.7,-999999.9,15.4812,22.698,10.9416,5.6454,3.492,11.1188,16.302,7.8584,4.0546,2.508,20.52,6.61,29.6,4.2,66.2,일식당,비상권,1,1391,2
DD45EECEE3,202303,4,3,3,3,4,1,14.6,59.0,150.1,40.4,0.0,16.8,-999999.9,17.446,20.9924,10.6964,4.9764,3.0888,13.054,15.7076,8.0036,3.7236,2.3112,24.79,7.34,15.1,4.3,80.6,일식당,비상권,1,934,1
DD4FCA5BE6,202409,6,3,3,3,4,1,70.8,93.2,177.9,52.0,0.0,17.1,-999999.9,20.0284,20.2772,10.3874,7.2152,4.2918,12.1716,12.3228,6.3126,4.3848,2.6082,31.86,26.11,47.3,5.4,47.3,한식-단품요리일반,비상권,1,82,3
DD4FCA5BE6,202408,6,3,2,3,4,3,66.6,104.5,212.5,59.6,0.0,17.1,-999999.9,22.5264,18.408,10.5456,6.4896,4.4304,13.5736,11.092,6.3544,3.9104,2.6696,25.75,53.89,48.2,8.0,43.8,한식-단품요리일반,비상권,1,52,3
DD5C3290AF,202401,2,3,2,2,5,3,9.4,148.4,169.3,11.0,0.0,14.4,-999999.9,10.396,13.064,8.142,8.832,5.566,12.204,15.336,9.558,10.368,6.534,30.55,6.57,45.8,8.9,45.3,커피전문점,비상권,1,3347,1
DD5C3290AF,202301,3,3,1,1,5,4,8.6,196.8,223.9,8.6,0.0,10.3,-999999.9,11.786,11.205,8.3,6.7645,3.4445,16.614,15.795,11.7,9.5355,4.8555,32.47,7.29,43.9,9.9,46.3,커피전문점,비상권,1,2982,1
DD5C3290AF,202303,3,3,1,1,5,2,5.5,161.4,195.0,8.8,0.0,11.1,-999999.9,11.0922,11.5509,8.2566,6.8388,3.9615,15.5078,16.1491,11.5434,9.5612,5.5385,31.55,6.38,50.9,5.5,43.6,커피전문점,비상권,1,3041,1
DD5C3290AF,202306,3,3,1,1,5,3,2.6,158.0,170.4,9.5,0.0,11.9,-999999.9,10.4656,11.816,8.2712,7.3428,4.3044,14.3344,16.184,11.3288,10.0572,5.8956,32.38,5.97,49.6,9.3,41.1,커피전문점,비상권,1,3132,2
DD5C3290AF,202307,3,3,1,1,5,4,2.0,151.7,170.8,9.8,0.0,12.5,-999999.9,10.2968,11.8582,8.1024,7.5116,4.4732,14.1032,16.2418,11.0976,10.2884,6.1268,31.92,7.43,45.8,8.3,45.8,커피전문점,비상권,1,3163,3
DD5C3290AF,202309,3,3,1,1,5,2,2.7,152.8,165.0,10.3,0.0,13.5,-999999.9,10.1864,12.1552,7.9608,7.7896,4.7508,13.6136,16.2448,10.6392,10.4104,6.3492,31.38,7.73,45.2,7.4,47.4,커피전문점,비상권,1,3224,3
DD5C3290AF,202402,2,3,2,2,5,4,1.8,125.3,159.3,11.6,0.0,14.4,-999999.9,10.4186,13.1385,8.298,8.759,5.4859,12.1814,15.3615,9.702,10.241,6.4141,29.75,6.55,41.4,7.9,50.7,커피전문점,비상권,1,3376,1
DD5C3290AF,202403,2,3,2,2,5,1,3.7,138.7,152.3,11.8,0.0,14.3,-999999.9,10.4141,13.076,8.5461,9.1065,5.5573,11.8859,14.924,9.7539,10.3935,6.3427,29.81,6.32,48.9,6.1,45.0,커피전문점,비상권,1,3407,1
DD5C3290AF,202405,2,3,1,2,5,3,2.5,132.9,140.9,12.4,0.0,14.5,-999999.9,10.199,12.972,8.413,9.635,5.828,11.501,14.628,9.487,10.865,6.572,29.13,5.61,52.4,5.3,42.2,커피전문점,비상권,1,3468,2
DD5C3290AF,202406,2,3,1,1,5,2,5.1,140.7,148.5,12.6,0.0,14.2,-999999.9,10.2054,12.6286,8.2016,9.5064,6.058,11.6946,14.4714,9.3984,10.8936,6.942,29.56,6.16,53.0,6.0,41.0,커피전문점,비상권,1,3498,2
DD5C3290AF,202407,2,3,2,2,5,1,3.5,133.1,139.7,12.9,0.0,14.2,-999999.9,10.0688,12.76,8.0736,9.3264,6.2176,11.6312,14.74,9.3264,10.7736,7.1824,28.82,6.99,51.7,6.4,41.9,커피전문점,비상권,1,3529,3
DD5C3290AF,202408,2,3,1,1,5,2,5.0,140.6,146.2,13.1,0.0,14.2,-999999.9,9.614,12.512,8.096,9.384,6.394,11.286,14.688,9.504,11.016,7.506,28.66,7.08,55.0,6.4,38.6,커피전문점,비상권,1,3560,3
DD5C3290AF,202409,2,3,1,1,5,2,3.1,143.1,157.6,13.3,0.0,14.2,-999999.9,9.5172,12.6126,7.9926,9.5634,6.5142,11.0828,14.6874,9.3074,11.1366,7.5858,29.52,8.2,48.3,8.6,43.1,커피전문점,비상권,1,3590,3
DD5C3290AF,202411,2,3,2,2,5,2,1.9,140.1,149.2,13.8,0.0,14.0,-999999.9,9.2568,12.4488,8.1624,9.2112,6.5208,11.0432,14.8512,9.7376,10.9888,7.7792,29.58,6.69,46.3,11.3,42.4,커피전문점,비상권,1,3651,4
DDA2B18650,202305,4,6,6,6,6,,-999999.9,0.0,0.0,38.9,44.7,22.7,9.8,0.0,0.0,0.0,1.3328,0.2672,0.0,0.0,0.0,81.9672,16.4328,25.0,0.0,-999999.9,-999999.9,-999999.9,백반/가정식,왕십리,1,734,2
DDA2B18650,202404,4,6,6,6,6,,-999999.9,0.0,0.0,81.2,75.6,19.3,9.4,0.0,4.0247,0.0,12.05,8.0253,0.0,12.6753,0.0,37.95,25.2747,66.67,0.0,-999999.9,-999999.9,-999999.9,백반/가정식,왕십리,1,1069,2
DDAA9A9275,202408,3,6,6,6,6,,-999999.9,0.0,0.0,60.2,0.0,12.1,-999999.9,0.0,5.72,0.0,11.44,11.44,0.0,14.28,0.0,28.56,28.56,66.67,0.0,-999999.9,-999999.9,-999999.9,축산물,비상권,1,2941,3
DDAA9A9275,202303,3,6,6,6,6,,-999999.9,0.0,0.0,70.5,0.0,10.9,-999999.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999999.9,-999999.9,-999999.9,축산물,비상권,1,2422,1
DDC5B3DE0C,202410,5,3,1,1,5,4,34.8,109.8,211.5,19.4,20.0,14.6,9.0,14.007,15.1179,7.7763,7.728,3.6708,14.993,16.1821,8.3237,8.272,3.9292,29.18,7.4,52.6,7.2,40.2,베이커리,왕십리,1,391,4
DDC5B3DE0C,202310,6,3,1,1,5,6,8.9,94.6,132.4,70.7,62.0,13.5,10.4,15.93,11.025,7.515,6.66,3.87,19.47,13.475,9.185,8.14,4.73,20.6,100.0,55.3,9.7,35.0,베이커리,왕십리,1,25,4
DDC5B3DE0C,202411,5,3,1,1,5,2,33.1,97.0,183.9,19.7,20.1,14.5,9.4,14.161,15.484,7.742,7.742,3.871,14.739,16.116,8.058,8.058,4.029,29.58,5.26,49.8,7.8,42.4,베이커리,왕십리,1,421,4
DDC5B3DE0C,202409,5,3,1,1,5,3,31.0,113.5,221.4,19.7,20.1,14.6,9.0,14.1784,14.8011,7.6161,7.664,3.5925,15.4216,16.0989,8.2839,8.336,3.9075,29.97,7.09,51.9,9.9,38.3,베이커리,왕십리,1,360,3
DDC5B3DE0C,202408,5,2,1,1,5,5,26.1,142.0,257.9,21.5,21.1,14.5,9.3,14.3338,15.0072,7.5998,7.696,3.5113,15.4662,16.1928,8.2002,8.304,3.7887,29.7,8.93,53.5,5.7,40.7,베이커리,왕십리,1,330,3
DDC5B3DE0C,202403,6,3,1,1,5,5,43.4,93.5,169.2,38.2,34.3,14.2,9.2,14.6308,14.4919,7.3154,6.8061,3.1021,16.9692,16.8081,8.4846,7.8939,3.5979,28.88,15.65,55.4,8.1,36.5,베이커리,왕십리,1,177,1
DDC5B3DE0C,202312,6,3,1,1,5,6,36.8,76.6,142.1,52.8,45.4,14.0,9.9,15.334,12.177,7.5317,6.9905,3.1119,18.666,14.823,9.1683,8.5095,3.7881,24.69,27.0,52.2,8.6,39.2,베이커리,왕십리,1,86,4
DDCEC53100,202304,2,2,1,1,4,5,-999999.9,223.7,453.1,8.5,14.6,16.4,8.2,8.0135,6.82,5.1832,7.6043,6.5131,15.4865,13.18,10.0168,14.6957,12.5869,14.15,9.37,20.4,4.9,74.8,한식-육류/고기,뚝섬,1,3618,2
DDF9F33035,202309,2,3,3,3,3,1,-999999.9,211.1,270.1,9.4,19.8,16.2,8.9,12.524,12.834,10.664,14.198,11.78,7.676,7.866,6.536,8.702,7.22,32.76,7.37,35.6,9.2,55.2,치킨,답십리,1,4490,3
DE1EB08231,202403,5,4,3,3,4,6,53.7,58.7,184.6,27.3,0.0,19.2,-999999.9,5.568,10.266,13.833,8.3955,5.4375,7.232,13.334,17.967,10.9045,7.0625,32.12,8.28,31.3,14.9,53.7,한식-죽,비상권,1,500,1
DE1EB08231,202306,5,3,3,3,4,1,33.8,104.2,157.2,38.3,0.0,16.9,-999999.9,4.6543,9.5648,14.1764,8.967,5.2948,6.2457,12.8352,19.0236,12.033,7.1052,29.47,13.23,40.5,7.1,52.4,한식-죽,비상권,1,225,2
DE1EB08231,202304,6,4,3,3,4,4,25.3,57.2,118.1,46.4,0.0,16.4,-999999.9,4.26,9.4998,14.3988,9.6276,4.8138,5.74,12.8002,19.4012,12.9724,6.4862,24.78,15.93,60.6,8.5,31.0,한식-죽,비상권,1,164,2
DE1EB08231,202301,6,4,3,3,4,1,12.8,68.1,130.1,61.3,0.0,14.8,-999999.9,3.9897,9.6525,14.3715,10.5963,4.2471,5.3103,12.8475,19.1285,14.1037,5.6529,21.91,30.9,48.4,9.4,42.2,한식-죽,비상권,1,75,1
DE28615258,202304,2,2,3,3,3,5,9.0,312.2,102.4,9.2,18.2,9.0,9.0,11.8244,20.6927,18.8181,14.8526,5.9122,4.5756,8.0073,7.2819,5.7474,2.2878,29.85,9.1,26.7,24.8,48.6,한식-육류/고기,성수,1,3394,2
DE28615258,202303,2,2,3,2,3,1,12.2,286.2,116.2,9.4,18.4,8.8,8.6,11.4858,20.4192,18.7885,14.4636,5.7429,4.7142,8.3808,7.7115,5.9364,2.3571,29.65,9.84,21.9,24.8,53.3,한식-육류/고기,성수,1,3364,1
DE28615258,202301,2,3,3,3,3,4,29.9,191.2,87.5,9.7,18.4,8.2,8.0,11.951,20.1058,19.2622,12.654,6.2567,5.049,8.4942,8.1378,5.346,2.6433,29.4,5.28,28.0,18.7,53.3,한식-육류/고기,성수,1,3305,1
DE28615258,202308,2,3,3,3,3,1,22.0,195.9,77.3,10.1,18.7,10.1,8.9,11.1,22.274,18.278,15.318,7.03,3.9,7.826,6.422,5.382,2.47,25.69,6.17,29.3,25.3,45.3,한식-육류/고기,성수,1,3517,3
DE28615258,202408,2,3,3,3,3,1,21.5,168.3,70.0,8.1,18.9,15.7,8.0,11.346,22.8384,16.3968,14.8596,7.8324,4.154,8.3616,6.0032,5.4404,2.8676,23.52,4.93,20.4,24.1,55.6,한식-육류/고기,성수,1,3883,3
DE28615258,202302,2,4,3,3,4,1,33.2,136.6,82.1,9.9,18.9,9.3,7.9,11.7234,20.4282,18.7434,13.6188,5.7564,4.9766,8.6718,7.9566,5.7812,2.4436,29.75,4.43,28.6,27.0,44.4,한식-육류/고기,성수,1,3333,1
DE28615258,202309,2,3,3,3,3,4,21.8,183.1,79.4,10.4,19.3,10.8,8.7,10.3802,21.7838,18.1288,15.4972,7.31,3.8198,8.0162,6.6712,5.7028,2.69,27.34,5.91,28.0,14.7,57.3,한식-육류/고기,성수,1,3547,3
DE28615258,202411,2,3,3,3,3,1,19.3,192.1,56.0,9.4,20.6,15.4,8.2,10.7712,24.5344,16.082,16.3812,7.106,3.6288,8.2656,5.418,5.5188,2.394,23.46,5.4,27.7,25.5,46.8,한식-육류/고기,성수,1,3974,4
DE2C6A8F93,202304,4,2,3,3,2,1,-999999.9,127.5,116.2,20.8,14.5,17.2,9.0,21.8176,16.9476,6.7693,2.7759,0.4383,22.9824,17.8524,7.1307,2.9241,0.4617,11.99,8.53,13.9,19.4,66.7,이자카야,성수,1,1530,2
DE2C6A8F93,202403,3,3,3,3,3,1,-999999.9,88.1,107.1,24.6,17.5,18.4,7.8,18.2731,18.9857,7.4314,4.2247,1.9851,17.6269,18.3143,7.1686,4.0753,1.9149,15.22,8.01,12.7,25.5,61.8,이자카야,성수,1,1866,1
DE6A101DCA,202303,4,4,3,4,4,1,3.0,56.6,133.0,25.2,0.0,21.1,-999999.9,3.944,7.7024,9.3728,14.0128,11.368,4.556,8.8976,10.8272,16.1872,13.132,31.51,8.4,22.6,9.7,67.7,백반/가정식,비상권,1,976,1
DE6A101DCA,202401,4,4,4,4,4,1,0.0,25.8,53.8,32.6,0.0,19.5,-999999.9,4.5948,7.4939,11.8699,13.0733,17.6681,3.8052,6.2061,9.8301,10.8267,14.6319,30.96,2.93,52.9,5.9,41.2,백반/가정식,비상권,1,1282,1
DE6A101DCA,202412,3,5,4,4,3,1,0.0,19.5,28.3,35.4,0.0,16.4,-999999.9,2.5419,8.3127,15.0453,16.0071,26.8617,1.1581,3.7873,6.8547,7.2929,12.2383,27.2,4.8,30.0,0.0,70.0,백반/가정식,비상권,1,1617,4
DE7F19C8F6,202412,5,5,4,5,4,1,-999999.9,14.5,29.2,79.5,58.7,16.2,5.6,4.445,13.335,8.89,44.45,17.78,0.555,1.665,1.11,5.55,2.22,23.81,38.1,14.3,0.0,85.7,한식-육류/고기,마장동,1,410,4
DE7F19C8F6,202405,6,6,6,6,6,,-999999.9,0.0,0.0,86.1,66.4,17.5,5.6,0.0,0.0,33.3,33.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999999.9,-999999.9,-999999.9,한식-육류/고기,마장동,1,196,2
DE85469897,202305,3,3,4,3,2,5,33.8,130.0,93.3,11.4,13.1,22.7,9.2,8.0004,16.272,20.4756,15.3906,7.6614,3.7996,7.728,9.7244,7.3094,3.6386,19.31,5.46,22.2,24.4,53.3,한식-육류/고기,답십리,1,2659,2
DE85469897,202310,3,3,4,4,2,1,31.9,94.8,50.4,12.5,14.3,20.4,8.4,8.601,16.779,19.317,17.8365,7.9665,3.599,7.021,8.083,7.4635,3.3335,19.63,3.89,21.4,7.1,71.4,한식-육류/고기,답십리,1,2812,4
DE85469897,202311,3,3,4,4,2,1,18.1,137.4,63.6,12.3,14.6,19.4,8.3,8.1538,15.7548,19.2789,17.6205,8.292,3.6462,7.0452,8.6211,7.8795,3.708,19.4,5.17,21.4,14.3,64.3,한식-육류/고기,답십리,1,2842,4
DE85469897,202312,3,3,4,4,2,6,22.0,93.2,56.6,13.0,15.3,19.3,7.6,8.97,16.56,17.94,17.526,8.004,4.03,7.44,8.06,7.874,3.596,18.55,4.52,20.8,4.2,75.0,한식-육류/고기,답십리,1,2873,4
DE85469897,202404,3,3,4,4,2,1,32.9,97.2,50.4,15.8,17.6,19.3,7.5,8.4255,16.714,17.81,17.81,7.7405,3.8745,7.686,8.19,8.19,3.5595,17.1,6.67,32.0,20.0,48.0,한식-육류/고기,답십리,1,2994,2
DE85469897,202405,3,3,4,4,2,1,35.2,74.5,41.6,16.6,17.9,19.0,7.8,8.901,17.595,18.009,17.595,6.9,3.999,7.905,8.091,7.905,3.1,14.89,5.47,33.3,14.3,52.4,한식-육류/고기,답십리,1,3025,2
DE85469897,202409,3,3,4,4,2,6,46.6,88.3,40.4,18.1,19.2,18.9,7.7,9.6276,18.2382,17.4924,17.967,4.407,4.5724,8.6618,8.3076,8.533,2.093,13.85,5.0,21.1,5.3,73.7,한식-육류/고기,답십리,1,3147,3
DE85469897,202408,3,3,4,4,2,6,47.4,86.4,53.8,17.9,19.3,18.9,8.0,9.4856,18.036,16.1656,17.7688,5.344,4.7144,8.964,8.0344,8.8312,2.656,12.5,8.57,7.4,14.8,77.8,한식-육류/고기,답십리,1,3117,3
DE96D5A30B,202311,4,3,4,4,2,6,-999999.9,92.3,59.4,37.0,23.4,18.0,8.6,13.2496,19.604,8.7204,16.4268,9.5992,6.3504,9.396,4.1796,7.8732,4.6008,15.49,10.56,34.3,11.4,54.3,일식당,성수,1,1494,4
DEA848E3A9,202412,3,3,2,3,4,1,-999999.9,96.4,302.1,19.2,25.9,16.4,7.8,10.8678,19.5866,15.043,11.359,4.4822,6.8322,12.3134,9.457,7.141,2.8178,39.78,6.74,9.8,37.7,52.5,백반/가정식,성수,1,2120,4
DEA848E3A9,202410,3,4,3,3,4,1,-999999.9,63.5,228.2,24.3,26.8,18.9,8.1,11.2344,17.6972,14.798,12.5028,4.1072,7.3656,11.6028,9.702,8.1972,2.6928,43.14,5.09,7.1,47.1,45.7,백반/가정식,성수,1,2059,4
DEA848E3A9,202311,3,3,2,3,4,1,-999999.9,82.6,302.8,24.4,26.8,19.4,8.6,12.013,21.389,11.0754,10.7238,3.3988,8.487,15.111,7.8246,7.5762,2.4012,45.19,6.54,6.8,52.7,40.5,백반/가정식,성수,1,1723,4
DEABE6F7A5,202412,3,1,2,2,3,1,0.0,345.9,475.3,6.2,11.5,16.4,7.8,20.4756,19.328,9.1808,6.7044,4.7112,13.4244,12.672,6.0192,4.3956,3.0888,19.32,12.31,8.3,13.1,78.6,백반/가정식,성수,1,2335,4
DEABE6F7A5,202407,3,2,3,3,3,3,0.0,166.7,272.6,7.4,11.5,19.1,8.2,19.5288,19.6524,9.27,7.1688,6.18,12.0712,12.1476,5.73,4.4312,3.82,20.2,6.52,12.6,23.3,64.1,백반/가정식,성수,1,2182,3
DEABE6F7A5,202304,3,2,2,2,3,4,0.0,225.4,304.3,8.7,12.4,21.9,9.0,17.6464,20.5328,10.4304,9.7744,7.216,9.2536,10.7672,5.4696,5.1256,3.784,22.99,6.7,18.4,23.5,58.2,백반/가정식,성수,1,1724,2
DEABE6F7A5,202306,3,3,3,3,4,3,0.0,133.9,259.0,8.6,12.7,22.3,8.7,16.983,19.8764,10.0011,9.1205,6.919,10.017,11.7236,5.8989,5.3795,4.081,21.59,7.03,18.7,25.3,56.0,백반/가정식,성수,1,1785,2
DECBA9ED42,202409,5,5,5,5,4,1,-999999.9,4.5,2.5,64.2,0.0,14.2,-999999.9,5.1612,15.5227,8.7975,7.7809,1.7986,8.0388,24.1773,13.7025,12.1191,2.8014,22.31,3.85,60.0,0.0,40.0,카페,비상권,1,369,3
DF277BB6B1,202405,4,4,3,3,4,5,41.6,25.7,21.0,52.3,34.0,12.1,8.9,8.967,14.651,10.143,8.33,6.909,9.333,15.249,10.557,8.67,7.191,29.89,6.44,69.2,1.9,28.8,샌드위치/토스트,금남시장,1,785,2
DF277BB6B1,202304,5,4,3,3,4,1,40.1,35.9,33.3,38.7,30.5,14.5,8.6,7.8966,10.5165,8.1918,6.7527,3.5424,13.5034,17.9835,14.0082,11.5473,6.0576,29.18,4.67,65.6,7.8,26.6,샌드위치/토스트,금남시장,1,388,2
DF277BB6B1,202302,5,4,3,3,4,1,48.4,39.9,38.6,40.5,32.1,13.8,8.5,7.6612,10.5252,8.055,6.1934,3.3652,13.7388,18.8748,14.445,11.1066,6.0348,28.53,6.11,57.1,4.8,38.1,샌드위치/토스트,금남시장,1,327,1
DF277BB6B1,202401,4,4,4,4,4,1,52.3,22.1,15.1,52.8,35.2,12.4,8.8,8.8,13.288,8.668,8.052,5.148,11.2,16.912,11.032,10.248,6.552,27.2,5.2,69.4,2.8,27.8,샌드위치/토스트,금남시장,1,664,1
DF277BB6B1,202309,5,4,3,3,4,1,44.0,34.8,31.0,45.5,36.2,15.2,7.9,8.151,11.8712,9.0706,7.8584,4.8488,11.349,16.5288,12.6294,10.9416,6.7512,27.87,6.1,57.4,11.1,31.5,샌드위치/토스트,금남시장,1,541,3
DF277BB6B1,202411,4,4,4,4,4,1,64.1,15.8,14.2,53.4,36.2,11.7,7.9,7.743,11.571,8.9175,6.873,8.439,10.057,15.029,11.5825,8.927,10.961,29.06,5.17,60.6,6.1,33.3,샌드위치/토스트,금남시장,1,968,4
DF32149DAD,202312,4,2,3,3,2,1,23.2,265.1,195.1,9.7,9.8,12.9,8.0,13.6773,18.6873,11.8737,4.1082,1.7535,13.6227,18.6127,11.8263,4.0918,1.7465,11.98,9.02,49.3,7.0,43.7,호프/맥주,금남시장,1,1109,4
DF32149DAD,202301,4,3,3,3,2,1,25.5,155.2,117.1,10.8,10.5,19.8,8.7,17.2551,18.4767,10.689,3.054,1.3743,16.6449,17.8233,10.311,2.946,1.3257,11.57,8.1,61.4,1.8,36.8,호프/맥주,금남시장,1,775,1
DF32149DAD,202411,4,3,4,4,2,1,41.0,119.2,95.9,12.0,10.6,13.4,7.9,12.138,19.89,11.628,6.477,0.918,11.662,19.11,11.172,6.223,0.882,13.63,5.34,61.8,0.0,38.2,호프/맥주,금남시장,1,1444,4
DF334CC79E,202404,3,3,3,3,2,1,23.2,158.0,79.0,13.1,15.0,17.5,7.5,8.9286,10.352,13.3282,21.4804,10.5461,4.8714,5.648,7.2718,11.7196,5.7539,12.66,8.73,30.0,15.0,55.0,한식-육류/고기,답십리,1,2073,2
DF334CC79E,202405,3,3,4,4,2,1,45.2,99.2,54.1,13.7,15.0,17.5,7.8,8.6317,10.1244,13.4992,21.8713,10.8383,4.6683,5.4756,7.3008,11.8287,5.8617,12.84,5.5,30.8,2.6,66.7,한식-육류/고기,답십리,1,2104,2
DF334CC79E,202302,3,3,4,3,3,1,25.3,135.0,74.0,10.7,13.3,15.5,9.2,13.6644,10.266,15.0096,21.1692,10.62,5.6356,4.234,6.1904,8.7308,4.38,14.8,6.23,16.3,12.2,71.4,한식-육류/고기,답십리,1,1646,1
DF334CC79E,202307,3,3,3,3,2,1,29.5,169.7,74.2,11.5,14.1,17.0,8.4,12.4173,9.0666,13.8627,20.8926,9.4608,6.4827,4.7334,7.2373,10.9074,4.9392,13.82,6.74,22.6,13.2,64.2,한식-육류/고기,답십리,1,1799,3
